sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,name,description,short_description,price,weight,status,visibility,tax_class_id,qty,is_in_stock,image,small_image,thumbnail
MS11-XS-Yellow,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-XS-Yellow,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-XS-Yellow,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-S-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-S-Blue,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-S-Blue,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-S-Green,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-S-Green,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-S-Green,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-S-Yellow,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-S-Yellow,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-S-Yellow,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-M-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-M-Blue,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-M-Blue,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-M-Green,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-M-Green,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-M-Green,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-M-Yellow,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-M-Yellow,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-M-Yellow,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-L-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-L-Blue,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-L-Blue,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-L-Green,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-L-Green,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-L-Green,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-L-Yellow,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-L-Yellow,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-L-Yellow,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-XL-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-XL-Blue,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-XL-Blue,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-XL-Green,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-XL-Green,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-XL-Green,28.0,1.0,1,4,2,100.0,1.0,,,
MS11-XL-Yellow,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (V-neck)-XL-Yellow,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (V-neck)-XL-Yellow,28.0,1.0,1,4,2,100.0,1.0,,,
MS12-XS-Black,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-XS-Black,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-XS-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-XS-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-XS-Blue,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-XS-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-XS-Red,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-XS-Red,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-XS-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-S-Black,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-S-Black,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-S-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-S-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-S-Blue,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-S-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-S-Red,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-S-Red,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-S-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-M-Black,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-M-Black,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-M-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-M-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-M-Blue,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-M-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-M-Red,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-M-Red,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-M-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-L-Black,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-L-Black,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-L-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-L-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-L-Blue,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-L-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-L-Red,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-L-Red,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-L-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-XL-Black,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-XL-Black,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-XL-Black,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-XL-Blue,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-XL-Blue,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-XL-Blue,29.0,1.0,1,4,2,100.0,1.0,,,
MS12-XL-Red,,Default,simple,,Default Category,base,Atomic Endurance Running Tee (Crew-Neck)-XL-Red,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Atomic Endurance Running Tee (Crew-Neck)-XL-Red,29.0,1.0,1,4,2,100.0,1.0,,,
MS03-XS-Gray,,Default,simple,,Default Category,base,Balboa Persistence Tee-XS-Gray,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p>
<p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Balboa Persistence Tee-XS-Gray,29.0,1.0,1,4,2,100.0,1.0,,,
MS03-XS-Green,,Default,simple,,Default Category,base,Balboa Persistence Tee-XS-Green,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p>
<p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Balboa Persistence Tee-XS-Green,29.0,1.0,1,4,2,100.0,1.0,,,
MS03-XS-Orange,,Default,simple,,Default Category,base,Balboa Persistence Tee-XS-Orange,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p>
<p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Balboa Persistence Tee-XS-Orange,29.0,1.0,1,4,2,100.0,1.0,,,
MS03-S-Gray,,Default,simple,,Default Category,base,Balboa Persistence Tee-S-Gray,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p>
<p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",Balboa Persistence Tee-S-Gray,29.0,1.0,1,4,2,100.0,1.0,,,
